Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
SREEL,EQ,1-Jan-14,294.7,297,301,295,301,298,296.49,19014,5637489.95,94,13020,68.48
SREEL,EQ,2-Jan-14,298,314,314,295.3,299.9,299.9,298.94,20015,5983383.3,64,8005,40
SREEL,EQ,3-Jan-14,299.9,300,300,300,300,300,300,5,1500,1,5,100
SREEL,EQ,6-Jan-14,300,290,300,290,300,300,294.44,45,13250,3,45,100
SREEL,EQ,7-Jan-14,300,290.5,312.5,290.5,291.3,291.3,296.59,7513,2228284.3,13,6512,86.68
SREEL,EQ,8-Jan-14,291.3,291,293.5,290,293.5,292.7,292.71,6002,1756830,8,6000,99.97
SREEL,EQ,9-Jan-14,292.7,300.5,302,300.5,302,302,301.26,3500,1054400,4,3500,100
SREEL,EQ,10-Jan-14,302,299,301,299,301,300.05,300.05,633,189932.85,26,633,100
SREEL,EQ,13-Jan-14,300.05,297.5,300,297.5,300,300,298.57,4500,1343575,9,4500,100
SREEL,EQ,14-Jan-14,300,314,314,297,299.95,298.75,298.16,4054,1208727.9,13,4052,99.95
SREEL,EQ,15-Jan-14,298.75,300,300,299,299.5,299.5,299.44,4500,1347500,12,4500,100
SREEL,EQ,16-Jan-14,299.5,299,300,299,300,300,299.5,750,224625,5,750,100
SREEL,EQ,17-Jan-14,300,301,301.5,295,299,297,299.13,6000,1794750,65,6000,100
SREEL,EQ,20-Jan-14,297,300.5,301.5,300.5,301.5,301.5,301,300,90300,5,300,100
SREEL,EQ,22-Jan-14,301.5,296,299,296,299,297.3,297.29,350,104050,25,350,100
SREEL,EQ,23-Jan-14,297.3,298,300,295,295,295,298.99,501,149795,21,500,99.8
SREEL,EQ,24-Jan-14,295,300,301,299,301,301,299.92,6500,1949500,15,6500,100
SREEL,EQ,27-Jan-14,301,297,304.95,297,298,298,297.5,6001,1785304.95,31,6001,100
SREEL,EQ,28-Jan-14,298,298,299,298,299,299,298.5,1000,298500,11,1000,100
SREEL,EQ,29-Jan-14,299,297.5,304.95,297.5,304.95,304.95,297.76,1001,298054.95,11,1001,100
SREEL,EQ,30-Jan-14,304.95,296,298,296,298,298,296.8,2500,742000,7,2500,100
SREEL,EQ,31-Jan-14,298,296,298,296,298,298,296.95,2000,593900,6,2000,100
SREEL,EQ,3-Feb-14,298,297,298,297,298,298,297.5,3000,892500,3,3000,100
SREEL,EQ,5-Feb-14,298,297,298,297,298,297.5,297.5,2000,595000,3,2000,100
SREEL,EQ,6-Feb-14,297.5,298,298,295,295,295,297.99,4020,1197900,7,4020,100
SREEL,EQ,7-Feb-14,295,298,298,298,298,298,298,2000,596000,4,2000,100
SREEL,EQ,10-Feb-14,298,295.05,304.9,295.05,298,298,299.51,7082,2121107.85,23,1000,14.12
SREEL,EQ,11-Feb-14,298,298.05,305,298.05,305,301.5,301.53,2,603.05,2,1,50
SREEL,EQ,12-Feb-14,301.5,297,298,297,298,298,297.33,2000,594650,27,2000,100
SREEL,EQ,13-Feb-14,298,297,305,297,305,305,297.43,2511,746855,16,2511,100
SREEL,EQ,14-Feb-14,305,297,304.9,297,304.9,304.9,297.5,5001,1487804.9,9,5000,99.98
SREEL,EQ,17-Feb-14,304.9,297,297,297,297,297,297,7500,2227500,6,7500,100
SREEL,EQ,18-Feb-14,297,298,298,298,298,298,298,3000,894000,4,3000,100
SREEL,EQ,19-Feb-14,298,298,298,297,298,298,297.56,4500,1339000,5,4500,100
SREEL,EQ,20-Feb-14,298,296.5,298.5,296.4,297.25,296.8,297.07,7000,2079475,9,7000,100
SREEL,EQ,21-Feb-14,296.8,296,298,296,297.45,297.25,297.08,10000,2970775,18,8500,85
SREEL,EQ,24-Feb-14,297.25,296,297,296,297,297,296.36,5500,1630000,6,5500,100
SREEL,EQ,25-Feb-14,297,292,294,292,294,294,292.49,10000,2924925,33,10000,100
SREEL,EQ,26-Feb-14,294,293,293,284,285,285,284.68,16000,4554910,50,16000,100
SREEL,EQ,28-Feb-14,285,304.9,304.9,275,294,294,277.79,16721,4644950.5,37,14710,87.97
SREEL,EQ,3-Mar-14,294,273.1,273.1,272,272.45,272.45,272.5,6012,1638270.2,12,6012,100
SREEL,EQ,4-Mar-14,272.45,271.05,284.25,265,265,270.6,271.19,19078,5173799.75,292,12500,65.52
SREEL,EQ,5-Mar-14,270.6,265.5,267,265,266.7,266.5,266.45,16047,4275671.35,33,16000,99.71
SREEL,EQ,6-Mar-14,266.5,267,267,265,265.5,265.45,265.43,6514,1729017.8,17,6504,99.85
SREEL,EQ,7-Mar-14,265.45,280,280,264,277.9,277.9,265.48,5102,1354453.9,13,5101,99.98
SREEL,EQ,10-Mar-14,277.9,265,265,262,263,263,262.37,8400,2203866.5,34,8400,100
SREEL,EQ,11-Mar-14,263,264,280,262,279,279,263.68,6553,1727865.3,21,6502,99.22
SREEL,EQ,12-Mar-14,279,324.95,324.95,261,262,262,262.01,4102,1074745,26,3901,95.1
SREEL,EQ,13-Mar-14,262,262,267,260,260,260,261.15,5664,1479153.6,27,5660,99.93
SREEL,EQ,14-Mar-14,260,255,267,255,259.5,259.5,259.48,2525,655185,7,2525,100
SREEL,EQ,18-Mar-14,259.5,259,265,255,265,265,256.17,7011,1796027.75,35,7005,99.91
SREEL,EQ,19-Mar-14,265,265,279.95,255,257,257.55,256.41,13478,3455864.3,62,13169,97.71
SREEL,EQ,20-Mar-14,257.55,255.05,257,255,255,256.65,256.34,7526,1929245.05,71,7471,99.27
SREEL,EQ,21-Mar-14,256.65,255,257,255,257,256.55,256.35,8324,2133819,37,8024,96.4
SREEL,EQ,22-Mar-14,256.55,255,255,255,255,255,255,100,25500,2,100,100
SREEL,EQ,24-Mar-14,255,274,274,255,256.8,256.3,256.49,14250,3655014.05,41,14248,99.99
SREEL,EQ,25-Mar-14,256.3,256,269.95,255,260,255.85,255.65,17642,4510143.45,40,17640,99.99
SREEL,EQ,26-Mar-14,255.85,244,256.5,244,256.5,256.5,256.09,11520,2950190,34,11500,99.83
SREEL,EQ,27-Mar-14,256.5,257.05,261,257.05,261,257.3,257.3,5001,1286758.5,13,5001,100
SREEL,EQ,28-Mar-14,257.3,255.6,272,255,270,270,266.86,8008,2137030.5,10,6,0.07
SREEL,EQ,31-Mar-14,270,275,279,256.2,275,275,270.2,3862,1043510,11,2661,68.9
SREEL,EQ,1-Apr-14,275,328.9,328.9,235,257,257,257.69,2593,668183,26,2571,99.15
SREEL,EQ,2-Apr-14,257,257.5,257.5,256,256,256,256.27,6800,1742640.75,15,6800,100
SREEL,EQ,3-Apr-14,256,254,257,245,253,253,256.51,2070,530976.1,15,2060,99.52
SREEL,EQ,4-Apr-14,253,260,260,253,259,259,256.62,21,5389,4,10,47.62
SREEL,EQ,7-Apr-14,259,260,260,260,260,260,260,33,8580,2,33,100
SREEL,EQ,9-Apr-14,260,267,267,251,266,266,265.61,5050,1341345,15,5040,99.8
SREEL,EQ,10-Apr-14,266,262.95,275,260.8,272.9,272.85,261.43,2600,679710.7,10,2590,99.62
SREEL,EQ,15-Apr-14,272.85,244,244,229,229,234.5,234.51,39,9146,6,35,89.74
SREEL,EQ,16-Apr-14,234.5,237,242,237,242,238.65,238.11,30,7143.25,5,20,66.67
SREEL,EQ,17-Apr-14,238.65,261.95,274.65,261.95,271.95,271.95,268.1,35,9383.45,9,35,100
SREEL,EQ,21-Apr-14,271.95,271.9,271.9,271.9,271.9,271.9,271.9,4,1087.6,2,4,100
SREEL,EQ,22-Apr-14,271.9,267.9,267.9,267.9,267.9,267.9,267.9,4,1071.6,1,4,100
SREEL,EQ,25-Apr-14,267.9,266.9,266.9,241.05,262,262.55,262.49,1181,309996.9,6,1176,99.58
SREEL,EQ,28-Apr-14,262.55,256,258,256,258,258,257,300,77100,3,300,100
SREEL,EQ,29-Apr-14,258,253,266,253,266,266,264.7,40,10587.85,4,40,100
SREEL,EQ,30-Apr-14,266,271,272,271,272,271.5,271.5,200,54300,2,200,100
SREEL,EQ,5-May-14,271.5,250,271,250,253.25,253.25,253.27,24,6078.5,4,12,50
SREEL,EQ,6-May-14,253.25,271.95,273,271.95,273,272.95,272.95,400,109179.9,6,400,100
SREEL,EQ,7-May-14,272.95,272,272,272,272,272,272,1,272,1,1,100
SREEL,EQ,12-May-14,272,270,270,250,269,259.5,259.55,10050,2608500,3,50,0.5
SREEL,EQ,14-May-14,259.5,236.2,269.95,236.2,258,258,251.31,6082,1528447.4,6,6050,99.47
SREEL,EQ,15-May-14,258,248,268.9,240.1,240.1,249.95,248.11,9252,2295521.5,6,9000,97.28
SREEL,EQ,19-May-14,249.95,240.1,269.95,240.1,269.95,269.95,242.81,11,2670.95,2,10,90.91
SREEL,EQ,20-May-14,269.95,248,266.95,241,266.95,266.95,248.04,5014,1243657.95,5,5014,100
SREEL,EQ,21-May-14,266.95,245.5,263.7,245.5,260,260,252.11,10007,2522826.55,26,10007,100
SREEL,EQ,22-May-14,260,259,262,250.5,262,262,256.12,6500,1664800,23,6500,100
SREEL,EQ,23-May-14,262,262,268.95,235.2,264.95,264.95,255.52,220,56214.15,20,70,31.82
SREEL,EQ,27-May-14,264.95,272,272,267.95,267.95,267.95,271.6,10,2715.95,2,10,100
SREEL,EQ,28-May-14,267.95,267.4,267.4,267.35,267.4,267.4,267.37,17,4545.35,8,17,100
SREEL,EQ,29-May-14,267.4,250.5,267,250.5,267,267,250.5,4501,1127517,2,4501,100
SREEL,EQ,30-May-14,267,266.95,266.95,254,254,254,263.71,4,1054.85,2,4,100
SREEL,EQ,4-Jun-14,254,271.9,271.9,255.1,255.1,263.5,263.5,4000,1054000,6,0,0
SREEL,EQ,5-Jun-14,263.5,269,269,250,250,250,250.9,21,5269,2,21,100
SREEL,EQ,6-Jun-14,250,256.25,256.25,256.25,256.25,256.25,256.25,5900,1511875,4,5900,100
SREEL,EQ,9-Jun-14,256.25,250,264,249.5,260.1,260.1,252.74,4552,1150466.15,11,4552,100
SREEL,EQ,10-Jun-14,260.1,250.25,255.75,250.25,255.75,255.75,252.15,4700,1185100,4,4700,100
SREEL,EQ,12-Jun-14,255.75,269.9,269.9,256,256,256,262.95,500,131475,2,0,0
SREEL,EQ,13-Jun-14,256,255,255,255,255,255,255,30,7650,1,30,100
SREEL,EQ,17-Jun-14,255,258,262.5,258,262.5,262.5,259.49,7801,2024262.5,33,7801,100
SREEL,EQ,18-Jun-14,262.5,264,264,240,240,248.65,248.08,4920,1220532.5,15,4720,95.93
SREEL,EQ,19-Jun-14,248.65,255,264.45,255,255,255,259.86,1545,401485.45,6,1545,100
SREEL,EQ,20-Jun-14,255,255,255,255,255,255,255,43,10965,2,43,100
SREEL,EQ,23-Jun-14,255,264.9,264.9,255,255,255,255.35,84,21449.7,5,84,100
SREEL,EQ,26-Jun-14,255,265,265,255,255,255,261.97,1932,506130.55,15,1932,100
SREEL,EQ,27-Jun-14,255,264.9,264.9,264.9,264.9,264.9,264.9,1,264.9,1,1,100
SREEL,EQ,30-Jun-14,264.9,255,264.9,255,264.9,264.9,262.07,7,1834.5,6,7,100
SREEL,EQ,1-Jul-14,264.9,264.9,264.9,257,257.7,257.7,257.4,1501,386364.9,5,1501,100
SREEL,EQ,2-Jul-14,257.7,309.2,309.2,250,270,269.8,259.2,20776,5385178.6,93,3373,16.24
SREEL,EQ,4-Jul-14,269.8,265,265,255,258,257.5,258,3252,839030,13,3228,99.26
SREEL,EQ,7-Jul-14,257.5,264.5,264.95,255.5,258,257.6,258.43,6001,1550864.95,11,4001,66.67
SREEL,EQ,8-Jul-14,257.6,264.95,264.95,255,264.4,264.4,259.82,2202,572123.8,6,102,4.63
SREEL,EQ,9-Jul-14,264.4,255,263.85,250.1,257.85,257.4,253.96,4211,1069444.75,15,4207,99.91
SREEL,EQ,10-Jul-14,257.4,263.9,263.9,262.5,262.5,262.5,263.62,25,6590.5,2,20,80
SREEL,EQ,11-Jul-14,262.5,265,265,255.2,256,255.95,255.52,2867,732572.5,7,2867,100
SREEL,EQ,14-Jul-14,255.95,264.8,264.8,255.2,257,256.75,259.58,7401,1921170.8,9,1000,13.51
SREEL,EQ,15-Jul-14,256.75,264.9,264.9,255.25,255.25,255.25,256.01,6500,1664075,3,5500,84.62
SREEL,EQ,16-Jul-14,255.25,265,265,265,265,265,265,2,530,2,2,100
SREEL,EQ,17-Jul-14,265,265,265,265,265,265,265,1,265,1,1,100
SREEL,EQ,18-Jul-14,265,265,265,255,265,265,256.67,24,6160,3,20,83.33
SREEL,EQ,21-Jul-14,265,265,265,250,259.5,253.45,255.59,4275,1092644.4,18,4000,93.57
SREEL,EQ,22-Jul-14,253.45,255,255,254,255,255,254.03,4849,1231795,8,4849,100
SREEL,EQ,23-Jul-14,255,265,265,255.1,255.25,255.25,256.44,8402,2154580,15,7402,88.1
SREEL,EQ,24-Jul-14,255.25,255,264.9,255,264.9,264.9,259.91,1061,275764.9,4,61,5.75
SREEL,EQ,25-Jul-14,264.9,264.2,265,260,262,261.15,262.43,80,20994.6,54,80,100
SREEL,EQ,28-Jul-14,261.15,264,264,255,263,255.7,256.54,46,11800.7,18,31,67.39
SREEL,EQ,30-Jul-14,255.7,281,281,255,255,255,256.93,93,23894.35,11,85,91.4
SREEL,EQ,31-Jul-14,255,265,265,265,265,265,265,4,1060,1,4,100
SREEL,EQ,1-Aug-14,265,265,265,255,255,255,260.03,200,52005,5,12,6
SREEL,EQ,4-Aug-14,255,264.95,264.95,255,255.5,255.5,255.51,1112,284129.9,3,1112,100
SREEL,EQ,5-Aug-14,255.5,264.95,264.95,264.95,264.95,264.95,264.95,1,264.95,1,1,100
SREEL,EQ,6-Aug-14,264.95,255.1,265,255.1,264.9,264.9,260.05,1010,262649.95,4,10,0.99
SREEL,EQ,7-Aug-14,264.9,260,260,260,260,260,260,1,260,1,1,100
SREEL,EQ,11-Aug-14,260,265,265,265,265,265,265,2,530,1,2,100
SREEL,EQ,13-Aug-14,265,265,265,265,265,265,265,4,1060,4,4,100
SREEL,EQ,14-Aug-14,265,255,265,255,265,265,255.2,102,26030,3,102,100
SREEL,EQ,18-Aug-14,265,270,270,265,265,265,269.17,12,3230,4,12,100
SREEL,EQ,19-Aug-14,265,265,265,265,265,265,265,6,1590,2,6,100
SREEL,EQ,20-Aug-14,265,265,265,265,265,265,265,6,1590,6,6,100
SREEL,EQ,22-Aug-14,265,265,265,265,265,265,265,3,795,2,3,100
SREEL,EQ,25-Aug-14,265,265,265,256.5,256.5,256.5,256.52,3007,771355,7,3007,100
SREEL,EQ,26-Aug-14,256.5,264.55,264.55,255,260,260,259.83,8,2078.65,3,5,62.5
SREEL,EQ,27-Aug-14,260,256.75,264.85,255.05,264.85,264.85,256.87,1045,268433.05,22,1000,95.69
SREEL,EQ,28-Aug-14,264.85,317,317,251,251,253.7,255.87,17738,4538673.1,82,17212,97.03
SREEL,EQ,1-Sep-14,253.7,269,269,255.2,265,264.5,255.58,5403,1380903,12,5402,99.98
SREEL,EQ,2-Sep-14,264.5,255.4,264,255,255,255,255.59,12706,3247481.2,21,12510,98.46
SREEL,EQ,3-Sep-14,255,265,265,255.3,255.3,255.35,255.61,9507,2430105,22,9507,100
SREEL,EQ,4-Sep-14,255.35,255.6,264,255.5,255.75,255.65,255.67,11961,3058082.5,17,11957,99.97
SREEL,EQ,5-Sep-14,255.65,264.9,264.9,253,253,253,255.21,21653,5526106.1,43,21450,99.06
SREEL,EQ,8-Sep-14,253,272,272,255,256.75,256.75,255.8,8507,2176084,13,8503,99.95
SREEL,EQ,9-Sep-14,256.75,259.95,260,256.7,260,260,256.76,2039,523539.95,10,2038,99.95
SREEL,EQ,11-Sep-14,260,265,265,265,265,265,265,10,2650,1,10,100
SREEL,EQ,12-Sep-14,265,258,258,257.1,257.1,257.1,257.11,1500,385659,2,1500,100
SREEL,EQ,15-Sep-14,257.1,265,265,256.9,256.9,256.9,256.97,1007,258766,11,1007,100
SREEL,EQ,16-Sep-14,256.9,254.3,264,254.3,264,264,255.75,5792,1481278.6,17,5778,99.76
SREEL,EQ,17-Sep-14,264,252,265,252,260,260,259.72,11,2856.9,7,6,54.55
SREEL,EQ,18-Sep-14,260,265,265,255,255.25,255.25,255.2,15080,3848462.5,15,15050,99.8
SREEL,EQ,19-Sep-14,255.25,255.25,255.25,253,253,255,255.1,10125,2582866.25,11,10115,99.9
SREEL,EQ,22-Sep-14,255,256,265,256,263,263,263.17,4106,1080568,16,4106,100
SREEL,EQ,23-Sep-14,263,263,263,260,261.2,261.2,262.01,2089,547340,11,2089,100
SREEL,EQ,24-Sep-14,261.2,256.15,263,256.15,263,263,262.49,5001,1312706.15,7,5001,100
SREEL,EQ,25-Sep-14,263,260,265,255,255,255,261.47,92,24055,5,83,90.22
SREEL,EQ,26-Sep-14,255,264.95,265,264.65,265,265,264.88,6,1589.25,3,3,50
SREEL,EQ,29-Sep-14,265,265,265,257.05,265,264.2,264.28,11,2907.05,4,11,100
SREEL,EQ,1-Oct-14,264.2,256.2,256.2,255,255,255,255.42,17,4342.2,4,11,64.71
SREEL,EQ,7-Oct-14,255,265,268,255,255,255,265.45,320,84944,7,300,93.75
SREEL,EQ,9-Oct-14,255,255,255.5,255,255.5,255.5,255.5,2811,718205,4,2811,100
SREEL,EQ,10-Oct-14,255.5,256.5,256.7,255,255,255,256.6,2002,513710.05,4,2001,99.95
SREEL,EQ,13-Oct-14,255,255,256.85,253.5,255,254.95,255.3,8556,2184345.3,24,8350,97.59
SREEL,EQ,14-Oct-14,254.95,255,255,253,255,255,254.97,6000,1529800,57,5200,86.67
SREEL,EQ,16-Oct-14,255,255,257.25,255,255,255,256.41,4256,1091282.4,19,4100,96.33
SREEL,EQ,17-Oct-14,255,255,257.65,253.5,253.5,256.7,257.02,3658,940164.6,13,3596,98.31
SREEL,EQ,20-Oct-14,256.7,255,256.95,253.05,256.8,256.8,256.79,2114,542858.6,11,2105,99.57
SREEL,EQ,21-Oct-14,256.8,255,256,254,254,254,255.97,3601,921754,3,3601,100
SREEL,EQ,22-Oct-14,254,255,257,253,253,253,254.18,176,44736,14,176,100
SREEL,EQ,23-Oct-14,253,255,266,253,253,259.95,260.4,2489,648127.4,18,2345,94.21
SREEL,EQ,27-Oct-14,259.95,264,266,255,260,260,264.46,301,79603.2,11,250,83.06
SREEL,EQ,30-Oct-14,260,260,260,260,260,260,260,2,520,2,2,100
SREEL,EQ,31-Oct-14,260,255,255,254,254,255,254.99,112,28559,6,112,100
SREEL,EQ,3-Nov-14,255,259.95,259.95,253,253,253.55,254.64,152,38704.85,31,149,98.03
SREEL,EQ,5-Nov-14,253.55,255,260,255,260,257.6,257.58,1808,465713,41,96,5.31
SREEL,EQ,10-Nov-14,257.6,259,260,258.75,260,260,258.9,2504,648289.9,4,2502,99.92
SREEL,EQ,11-Nov-14,260,255.1,259,255,255,255,258.79,2575,666375.1,6,2575,100
SREEL,EQ,13-Nov-14,255,258.5,258.75,255,255,255,258.34,1608,415415,7,1608,100
SREEL,EQ,14-Nov-14,255,255,260,255,260,260,256,4006,1025535,4,4006,100
SREEL,EQ,17-Nov-14,260,257,260,257,260,260,258.5,4,1034,2,2,50
SREEL,EQ,18-Nov-14,260,255,255,255,255,255,255,75,19125,1,75,100
SREEL,EQ,19-Nov-14,255,256.5,256.5,256.5,256.5,256.5,256.5,2000,513000,1,2000,100
SREEL,EQ,20-Nov-14,256.5,264,264,255,256.45,256.45,256.45,2006,514439,3,2006,100
SREEL,EQ,21-Nov-14,256.45,258,261,256.7,258.5,258.5,257.73,4504,1160835,8,4504,100
SREEL,EQ,24-Nov-14,258.5,264,267,256.85,257.75,257.75,258.07,1766,455747.2,14,1750,99.09
SREEL,EQ,25-Nov-14,257.75,255,257.5,255,256.6,256.6,256.77,8020,2059300,16,8020,100
